Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,Channel_Type,Days_To_Ship,Jewelry Type,Metal Type
S-0083,2025-05-09,I-0083,B-2025-083,Gemstone,Ammolite Triplet,AAA,Coated,Orange,3,Gallery,Mia Patel,Canada,Calgary,Online,Instagram,1345.2,27.44,22.04,65.89,Bank Transfer,COA-000182,2025-05-11,Y,StoneHouse,C:\Permits\EXP-5082.pdf,57.0,59.0,22.5,Wholesale,2,,
S-0084,2025-05-16,I-0084,B-2025-084,Gemstone,Ammolite Triplet,AA,Coated,Purple,2,Retail Collector,Elizabeth Singh,USA,Portland,Online,Website,1281.0,34.29,14.09,0.0,Bank Transfer,COA-000183,2025-05-17,Y,NorthArt,C:\Permits\EXP-5083.pdf,61.0,60.0,18.1,Wholesale,1,,
S-0085,2025-03-04,I-0085,B-2025-085,Gemstone,Ammolite Triplet,A,Coated,Purple,1,Retail Collector,Harper Garcia,USA,Los Angeles,Wholesale,Referral,99.9,4.24,21.59,0.0,Bank Transfer,COA-000184,2025-09-22,N,,C:\Permits\EXP-5084.pdf,27.0,37.0,24.2,Wholesale,202,,
S-0086,2025-05-19,I-0086,B-2025-086,Gemstone,Ammolite Triplet,AA,Coated,Red,2,Retail Collector,Harper White,USA,Seattle,In-Person,Walk-in,887.95,44.18,0.0,0.0,Bank Transfer,COA-000185,2025-05-22,N,,C:\Permits\EXP-5085.pdf,43.0,59.0,7.3,Wholesale,3,,
S-0087,2025-03-22,I-0087,B-2025-087,Gemstone,Ammolite Triplet,AA,Coated,Blue,3,Retail Collector,Emma Nguyen,USA,Los Angeles,In-Person,Instagram,392.0,3.46,17.58,0.0,PayPal,COA-000186,2025-08-31,Y,,C:\Permits\EXP-5086.pdf,28.0,40.0,7.3,Wholesale,162,,
S-0088,2025-06-12,I-0088,B-2025-088,Gemstone,Ammolite Triplet,A,Coated,Red,2,Gallery,Hannah Nguyen,USA,Los Angeles,Online,Walk-in,326.4,5.3,0.0,0.0,Credit Card,COA-000187,2025-08-18,N,,C:\Permits\EXP-5087.pdf,68.0,48.0,12.1,Wholesale,67,,
S-0089,2025-10-16,I-0089,B-2025-089,Gemstone,Ammolite Triplet,A,Coated,Red,1,Gallery,Mason Smith,Canada,Montreal,Online,Referral,56.0,38.04,30.43,0.9,Bank Transfer,COA-000188,2025-10-21,N,,C:\Permits\EXP-5088.pdf,35.0,16.0,24.0,Wholesale,5,,
S-0090,2025-09-18,I-0090,B-2025-090,Gemstone,Ammolite Triplet,AA,Coated,Red,3,Gallery,Jack Campbell,Canada,Montreal,Wholesale,Walk-in,999.6,24.12,0.0,48.77,Bank Transfer,COA-000189,2025-10-01,N,,C:\Permits\EXP-5089.pdf,68.0,42.0,11.3,Wholesale,13,,
S-0091,2025-08-19,I-0091,B-2025-091,Gemstone,Ammolite Triplet,AAA,Coated,Orange,4,Gallery,Logan Khan,Canada,Toronto,In-Person,Instagram,932.8,2.31,28.08,46.52,Bank Transfer,COA-000190,2025-11-11,Y,GemWorld,C:\Permits\EXP-5090.pdf,44.0,53.0,23.4,Wholesale,84,,
S-0092,2025-02-10,I-0092,B-2025-092,Gemstone,Ammolite Triplet,A,Coated,Red,2,Retail Collector,Lily Taylor,Canada,Vancouver,Online,Instagram,82.5,21.29,15.78,3.06,PayPal,COA-000191,2025-04-24,N,,C:\Permits\EXP-5091.pdf,25.0,33.0,15.8,Wholesale,73,,
S-0093,2025-01-28,I-0093,B-2025-093,Gemstone,Ammolite Triplet,AA,Coated,Red,3,Retail Collector,Chloe Martin,Canada,Toronto,Online,Referral,645.75,8.41,29.09,31.87,Bank Transfer,COA-000192,2025-11-11,Y,StoneHouse,C:\Permits\EXP-5092.pdf,45.0,41.0,7.8,Wholesale,287,,
S-0094,2025-05-15,I-0094,B-2025-094,Gemstone,Ammolite Triplet,AA,Coated,Red,3,Gallery,James Turner,USA,Portland,Wholesale,Website,908.95,31.54,9.13,0.0,PayPal,COA-000193,2025-11-11,N,,C:\Permits\EXP-5093.pdf,49.0,53.0,6.8,Wholesale,180,,
S-0095,2025-07-20,I-0095,B-2025-095,Gemstone,Ammolite Triplet,A,Coated,Red,2,Retail Collector,Abigail Lee,Canada,Calgary,Online,Referral,59.4,24.57,26.55,1.74,Credit Card,COA-000194,2025-08-14,N,,C:\Permits\EXP-5094.pdf,27.0,22.0,7.3,Wholesale,25,,
S-0096,2025-09-25,I-0096,B-2025-096,Gemstone,Ammolite Triplet,A,Coated,Blue,2,Gallery,Elizabeth Kim,Canada,Vancouver,Wholesale,Instagram,336.3,30.55,8.85,15.29,Bank Transfer,COA-000195,2025-09-27,Y,,C:\Permits\EXP-5095.pdf,59.0,57.0,9.4,Wholesale,2,,
S-0097,2025-02-02,I-0097,B-2025-097,Gemstone,Ammolite Triplet,AAA,Coated,Red,3,Gallery,Lily Kim,USA,Portland,In-Person,Referral,353.6,23.15,29.67,0.0,Credit Card,COA-000196,2025-02-05,Y,GemWorld,C:\Permits\EXP-5096.pdf,26.0,34.0,9.0,Wholesale,3,,
S-0098,2025-02-17,I-0098,B-2025-098,Gemstone,Ammolite Triplet,AAA,Coated,Blue,4,Gallery,Olivia Dubois,Canada,Toronto,Wholesale,Instagram,856.8,42.65,32.19,40.71,Credit Card,COA-000197,2025-08-14,Y,,C:\Permits\EXP-5097.pdf,42.0,51.0,12.3,Wholesale,178,,
S-0099,2025-03-03,I-0099,B-2025-099,Gemstone,Ammolite Triplet,AA,Coated,Red,2,Gallery,Lucas Nguyen,USA,Seattle,Wholesale,Walk-in,296.1,29.92,0.0,0.0,PayPal,COA-000198,2025-08-30,Y,StoneHouse,C:\Permits\EXP-5098.pdf,47.0,18.0,6.7,Wholesale,180,,
S-0100,2025-08-04,I-0100,B-2025-100,Gemstone,Ammolite Triplet,AAA,Coated,Purple,3,Gallery,Emily Thompson,USA,New York,In-Person,Instagram,330.0,26.26,22.75,0.0,Credit Card,COA-000199,2025-11-11,N,,C:\Permits\EXP-5099.pdf,55.0,15.0,10.5,Wholesale,99,,
S-0101,2025-10-20,I-0101,B-2025-101,Gemstone,Ammolite Triplet,A,Coated,Purple,2,Gallery,Lucas White,Canada,Toronto,Wholesale,Instagram,112.0,40.18,9.63,3.59,PayPal,COA-000200,2025-10-25,Y,NorthArt,C:\Permits\EXP-5100.pdf,28.0,40.0,13.3,Wholesale,5,,
S-0102,2025-04-09,I-0102,B-2025-102,Gemstone,Ammolite Triplet,AAA,Coated,Green,3,Gallery,Lucas Thompson,Canada,Vancouver,Wholesale,Website,814.0,17.96,37.35,39.8,PayPal,COA-000201,2025-04-10,Y,,C:\Permits\EXP-5101.pdf,37.0,55.0,5.4,Wholesale,1,,
S-0103,2025-06-21,I-0103,B-2025-103,Gemstone,Ammolite Triplet,AAA,Coated,Purple,4,Gallery,Noah Turner,Canada,Toronto,Online,Instagram,448.0,33.6,22.1,20.72,Bank Transfer,COA-000202,2025-06-26,N,,C:\Permits\EXP-5102.pdf,40.0,28.0,7.4,Wholesale,5,,
S-0104,2025-08-02,I-0104,B-2025-104,Gemstone,Ammolite Triplet,AAA,Coated,Purple,3,Retail Collector,Sophia Dubois,Canada,Montreal,Wholesale,Website,656.0,15.85,20.2,32.01,Bank Transfer,COA-000203,2025-08-06,N,,C:\Permits\EXP-5103.pdf,40.0,41.0,15.6,Wholesale,4,,
S-0105,2025-02-04,I-0105,B-2025-105,Gemstone,Ammolite Triplet,AA,Coated,Green,2,Retail Collector,Noah Garcia,Canada,Montreal,Wholesale,Walk-in,990.15,24.5,0.0,48.28,Credit Card,COA-000204,2025-07-28,N,,C:\Permits\EXP-5104.pdf,69.0,41.0,7.1,Wholesale,174,,
S-0106,2025-08-15,I-0106,B-2025-106,Gemstone,Ammolite Triplet,AA,Coated,Purple,3,Gallery,Emily Nguyen,Canada,Toronto,In-Person,Instagram,798.0,41.97,25.85,37.8,PayPal,COA-000205,2025-08-21,N,,C:\Permits\EXP-5105.pdf,38.0,60.0,8.1,Wholesale,6,,
S-0107,2025-04-11,I-0107,B-2025-107,Gemstone,Ammolite Triplet,AAA,Coated,Blue,3,Gallery,Owen Dubois,USA,Seattle,Online,Referral,684.0,26.9,13.36,0.0,Bank Transfer,COA-000206,2025-04-15,N,,C:\Permits\EXP-5106.pdf,30.0,57.0,9.4,Wholesale,4,,
S-0108,2025-05-11,I-0108,B-2025-108,Gemstone,Ammolite Triplet,AA,Coated,Blue,3,Gallery,Evelyn Clark,Canada,Montreal,Wholesale,Referral,1256.85,44.99,27.5,60.59,Credit Card,COA-000207,2025-10-30,N,,C:\Permits\EXP-5107.pdf,63.0,57.0,8.2,Wholesale,172,,
S-0109,2025-09-14,I-0109,B-2025-109,Gemstone,Ammolite Triplet,AAA,Coated,Orange,4,Gallery,Hannah Martin,USA,Los Angeles,Wholesale,Referral,395.2,14.46,12.45,0.0,PayPal,COA-000208,2025-09-21,Y,StoneHouse,C:\Permits\EXP-5108.pdf,52.0,19.0,12.6,Wholesale,7,,
S-0110,2025-01-05,I-0110,B-2025-110,Gemstone,Ammolite Triplet,AA,Coated,Yellow,2,Retail Collector,Mason Young,Canada,Toronto,In-Person,Walk-in,658.0,4.4,0.0,32.68,Credit Card,COA-000209,2025-04-23,N,,C:\Permits\EXP-5109.pdf,47.0,40.0,11.6,Wholesale,108,,
S-0111,2025-08-06,I-0111,B-2025-111,Gemstone,Ammolite Triplet,A,Coated,Red,1,Gallery,Jack Dubois,USA,New York,Online,Walk-in,298.9,31.52,0.0,0.0,Credit Card,COA-000210,2025-08-07,Y,StoneHouse,C:\Permits\EXP-5110.pdf,61.0,49.0,17.2,Wholesale,1,,
S-0112,2025-09-12,I-0112,B-2025-112,Gemstone,Ammolite Triplet,AAA,Coated,Orange,4,Retail Collector,Jack Wong,Canada,Montreal,Wholesale,Instagram,982.8,11.27,6.73,48.58,PayPal,COA-000211,2025-11-11,N,,C:\Permits\EXP-5111.pdf,63.0,39.0,18.8,Wholesale,60,,
S-0113,2025-10-10,I-0113,B-2025-113,Gemstone,Ammolite Triplet,AAA,Coated,Purple,3,Retail Collector,James Patel,USA,New York,In-Person,Website,288.0,38.39,20.39,0.0,Bank Transfer,COA-000212,2025-10-11,N,,C:\Permits\EXP-5112.pdf,48.0,15.0,16.4,Wholesale,1,,
S-0114,2025-07-26,I-0114,B-2025-114,Gemstone,Ammolite Triplet,AA,Coated,Green,3,Gallery,Ethan Clark,Canada,Calgary,Online,Website,980.0,32.61,29.83,47.37,PayPal,COA-000213,2025-09-06,N,,C:\Permits\EXP-5113.pdf,70.0,40.0,14.3,Wholesale,42,,
S-0115,2025-01-15,I-0115,B-2025-115,Gemstone,Ammolite Triplet,AAA,Coated,Green,4,Gallery,Chloe Anderson,USA,Los Angeles,In-Person,Website,380.0,37.65,37.58,0.0,PayPal,COA-000214,2025-05-18,Y,StoneHouse,C:\Permits\EXP-5114.pdf,50.0,19.0,21.9,Wholesale,123,,
S-0116,2025-02-11,I-0116,B-2025-116,Gemstone,Ammolite Triplet,A,Coated,Blue,2,Retail Collector,Chloe Wong,Canada,Toronto,Wholesale,Instagram,363.0,32.52,34.97,16.52,Credit Card,COA-000215,2025-08-23,Y,GemWorld,C:\Permits\EXP-5115.pdf,66.0,55.0,9.5,Wholesale,193,,
S-0117,2025-06-28,I-0117,B-2025-117,Gemstone,Ammolite Triplet,AA,Coated,Blue,2,Gallery,Grace Young,Canada,Toronto,Online,Walk-in,1171.8,48.32,0.0,56.17,PayPal,COA-000216,2025-07-01,Y,,C:\Permits\EXP-5116.pdf,62.0,54.0,14.3,Wholesale,3,,
S-0118,2025-03-04,I-0118,B-2025-015,Freeform,Dragon Scale,A,Polished,Blue/Green,2,Interior Designer,Sarah Martinez,Canada,Montreal,Online,Email Campaign,238.5,0.0,311.0,11.92,Cheque,COA-000217,2025-11-11,N,,,53.0,36.0,395.2,Retail,252,,
S-0119,2025-08-19,I-0119,B-2025-029,Freeform,Bluezone,A,Polished,Rainbow,2,Wholesaler,Gemstone Emporium,United States,Seattle,Wholesale,Partner,319.6,0.0,247.0,0.0,Square,COA-000218,2025-08-24,N,,C:\Permits\EXP-9785.pdf,94.0,68.0,238.9,Wholesale,5,,
S-0120,2025-08-29,I-0120,B-2025-049,Freeform,Dragon Scale,A,Coated,Blue/Green,1,Museum,Gemstone Emporium,United States,Los Angeles,Online,Google Ads,1333.0,0.0,251.0,0.0,PayPal,COA-000219,2025-08-30,N,,C:\Permits\EXP-5374.pdf,48.0,30.0,430.6,Wholesale,1,,
S-0121,2025-02-21,I-0121,B-2025-088,Freeform,Dragon Scale,AAA,Polished,Rainbow,3,Retail Collector,David Taylor,United Kingdom,Birmingham,Online,Partner,479.25,0.0,312.0,0.0,PayPal,COA-000220,2025-11-11,N,,C:\Permits\EXP-2084.pdf,71.0,45.0,331.1,Wholesale,263,,
S-0122,2025-04-06,I-0122,B-2025-073,Freeform,Dragon Scale,AA,Coated,Rainbow,4,Museum,Heritage Minerals,United Kingdom,Bristol,Wholesale,Google Ads,1146.36,0.0,334.0,0.0,Wire,COA-000221,2025-04-19,N,,C:\Permits\EXP-3266.pdf,98.0,43.0,232.4,Wholesale,13,,
S-0123,2025-08-10,I-0123,B-2025-064,Freeform,Bluezone,A,Polished,Rainbow,1,Interior Designer,Daniel Chen,United Kingdom,Birmingham,Online,Email Campaign,592.5,117.0,439.0,0.0,Credit Card,COA-000222,2025-09-18,N,,C:\Permits\EXP-6573.pdf,60.0,79.0,398.2,Retail,39,,
S-0124,2025-08-19,I-0124,B-2025-038,Freeform,Dragon Scale,AA,Polished,Rainbow,4,Gallery,Gemstone Emporium,United Kingdom,Manchester,Online,Website,649.7,0.0,459.0,0.0,Credit Card,COA-000223,2025-08-24,N,,C:\Permits\EXP-6310.pdf,73.0,89.0,481.0,Wholesale,5,,
S-0125,2025-08-25,I-0125,B-2025-003,Freeform,Dragon Scale,B,Coated,Red/Green,1,Museum,Fossil & Stone,Canada,Ottawa,Online,Google Ads,1926.67,0.0,264.0,96.33,Credit Card,COA-000224,2025-09-08,N,,,70.0,35.0,142.8,Wholesale,14,,
S-0126,2025-05-23,I-0126,B-2025-028,Freeform,Dragon Scale,A,Polished,Multicolor,2,Wholesaler,Golden Leaf Gallery,Canada,Calgary,Online,Website,819.0,0.0,326.0,40.95,Wire,COA-000225,2025-08-05,Y,148 Rockhounds,,91.0,72.0,319.1,Retail,74,,
S-0127,2025-06-20,I-0127,B-2025-009,Freeform,Bluezone,B,Polished,Blue/Green,1,Museum,Stone & Crystal Co,Canada,Toronto,Online,Instagram,195.75,166.0,442.0,1.49,Cheque,COA-000226,2025-06-21,N,,,75.0,87.0,207.1,Wholesale,1,,
S-0128,2025-01-29,I-0128,B-2025-053,Freeform,Dragon Scale,B,Polished,Rainbow,1,Museum,Mineral Treasures,Canada,Montreal,Wholesale,Referral,135.42,0.0,298.0,6.77,PayPal,COA-000227,2025-08-05,N,,,122.0,37.0,130.3,Wholesale,188,,
S-0129,2025-02-05,I-0129,B-2025-057,Freeform,Dragon Scale,AAA,Polished,Blue/Green,5,Museum,Earth Arts Gallery,United States,Seattle,Wholesale,Google Ads,704.55,0.0,284.0,0.0,EFT,COA-000228,2025-02-08,N,,C:\Permits\EXP-8973.pdf,61.0,77.0,342.8,Wholesale,3,,
S-0130,2025-01-13,I-0130,B-2025-025,Freeform,Dragon Scale,AA,Polished,Rainbow,3,Gallery,Golden Leaf Gallery,United Kingdom,Bristol,Online,Partner,348.8,32.0,444.0,0.0,Wire,COA-000229,2025-03-21,Y,148 Rockhounds,C:\Permits\EXP-4853.pdf,109.0,32.0,474.0,Wholesale,67,,
S-0131,2025-06-09,I-0131,B-2025-016,Freeform,Dragon Scale,AA,Polished,Red/Green,2,Gallery,Earth Arts Gallery,United States,Chicago,Wholesale,Google Ads,604.5,0.0,322.0,0.0,Square,COA-000230,2025-07-26,Y,Alberta Ammonites,C:\Permits\EXP-2638.pdf,93.0,65.0,567.4,Wholesale,47,,
S-0132,2025-07-06,I-0132,B-2025-069,Freeform,Bluezone,A,Polished,Red/Green,2,Interior Designer,Emma Thomas,Canada,Ottawa,Online,Referral,639.0,0.0,470.0,31.95,PayPal,COA-000231,2025-07-07,Y,148 Rockhounds,,71.0,72.0,242.5,Retail,1,,
S-0133,2025-08-31,I-0133,B-2025-020,Freeform,Dragon Scale,AA,Polished,Multicolor,3,Retail Collector,James Anderson,United States,Seattle,Online,Email Campaign,382.8,0.0,416.0,0.0,PayPal,COA-000232,2025-10-11,N,,C:\Permits\EXP-8239.pdf,66.0,58.0,352.7,Wholesale,41,,
S-0134,2025-03-27,I-0134,B-2025-091,Freeform,Bluezone,A,Polished,Rainbow,1,Wholesaler,Gemstone Emporium,Canada,Calgary,Online,Google Ads,213.88,0.0,420.0,10.69,Wire,COA-000233,2025-10-10,N,,,59.0,29.0,517.3,Retail,197,,
S-0135,2025-10-11,I-0135,B-2025-014,Freeform,Bluezone,A,Coated,Rainbow,2,Museum,Stone & Crystal Co,United Kingdom,Birmingham,Wholesale,Referral,837.0,0.0,291.0,0.0,Cheque,COA-000234,2025-11-11,Y,148 Rockhounds,C:\Permits\EXP-8711.pdf,59.0,55.0,532.3,Wholesale,31,,
S-0136,2025-03-07,I-0136,B-2025-026,Freeform,Bluezone,AA,Polished,Red/Green,3,Museum,Fossil & Stone,United Kingdom,Bristol,Wholesale,Instagram,607.6,0.0,379.0,0.0,Square,COA-000235,2025-04-24,N,,C:\Permits\EXP-5279.pdf,124.0,49.0,299.2,Wholesale,48,,
S-0137,2025-06-19,I-0137,B-2025-075,Freeform,Dragon Scale,AAA,Coated,Rainbow,4,Retail Collector,Thomas Jones,Canada,Vancouver,Online,Website,2122.31,0.0,495.0,106.12,Credit Card,COA-000236,2025-06-22,N,,,80.0,80.0,403.1,Wholesale,3,,
S-0138,2025-02-14,I-0138,B-2025-026,Freeform,Bluezone,AA,Coated,Multicolor,2,Wholesaler,Fossil & Stone,United States,Chicago,Online,Referral,1444.55,0.0,409.0,0.0,EFT,COA-000237,2025-11-11,N,,C:\Permits\EXP-7211.pdf,124.0,40.0,459.9,Retail,270,,
S-0139,2025-03-03,I-0139,B-2025-096,Freeform,Dragon Scale,A,Coated,Purple/Green,1,Museum,Stone & Crystal Co,United States,Chicago,Wholesale,Partner,1873.0,168.0,364.0,0.0,Cheque,COA-000238,2025-11-11,N,,C:\Permits\EXP-2389.pdf,40.0,63.0,243.5,Wholesale,253,,
S-0140,2025-05-14,I-0140,B-2025-066,Freeform,Bluezone,A,Coated,Blue/Green,1,Retail Collector,Robert Jones,United States,Denver,Online,Email Campaign,587.0,0.0,325.0,0.0,Cheque,COA-000239,2025-05-26,N,,C:\Permits\EXP-7547.pdf,79.0,53.0,503.3,Wholesale,12,,
S-0141,2025-10-11,I-0141,B-2025-019,Freeform,Bluezone,A,Polished,Blue/Green,1,Interior Designer,Maria Davis,United States,Portland,Wholesale,Partner,260.4,0.0,268.0,0.0,EFT,COA-000240,2025-10-12,N,,C:\Permits\EXP-9270.pdf,62.0,84.0,125.1,Wholesale,1,,
S-0142,2025-01-28,I-0142,B-2025-071,Freeform,Bluezone,B,Coated,Multicolor,2,Wholesaler,Stone & Crystal Co,United States,Seattle,Wholesale,Google Ads,2261.33,0.0,340.0,0.0,PayPal,COA-000241,2025-08-07,N,,C:\Permits\EXP-2320.pdf,71.0,60.0,482.9,Wholesale,191,,
S-0143,2025-04-18,I-0143,B-2025-020,Freeform,Bluezone,AA,Polished,Blue/Green,3,Museum,Heritage Minerals,Canada,Toronto,Online,Partner,374.4,0.0,231.0,18.72,Credit Card,COA-000242,2025-04-22,N,,,48.0,78.0,303.8,Wholesale,4,,
S-0144,2025-02-13,I-0144,B-2025-046,Freeform,Bluezone,A,Coated,Rainbow,1,Museum,Mineral Treasures,United States,Los Angeles,Wholesale,Referral,1260.0,0.0,214.0,0.0,Credit Card,COA-000243,2025-02-15,N,,C:\Permits\EXP-7455.pdf,109.0,53.0,344.1,Wholesale,2,,
S-0145,2025-10-13,I-0145,B-2025-073,Freeform,Bluezone,AAA,Coated,Gold/Orange,4,Wholesaler,Natural History Museum,United States,Chicago,Wholesale,Partner,1313.08,0.0,367.0,0.0,Square,COA-000244,2025-10-31,N,,C:\Permits\EXP-9837.pdf,63.0,31.0,230.1,Wholesale,18,,
S-0146,2025-05-08,I-0146,B-2025-045,Freeform,Bluezone,A,Polished,Blue/Green,1,Museum,Earth Arts Gallery,United Kingdom,Manchester,Wholesale,Referral,87.75,0.0,258.0,0.0,Credit Card,COA-000245,2025-05-09,N,,C:\Permits\EXP-2876.pdf,65.0,27.0,410.7,Wholesale,1,,
S-0147,2025-08-19,I-0147,B-2025-040,Freeform,Bluezone,A,Coated,Rainbow,1,Wholesaler,Heritage Minerals,Canada,Ottawa,Online,Partner,930.0,39.0,324.0,44.55,Credit Card,COA-000246,2025-08-24,N,,,88.0,75.0,570.7,Retail,5,,
S-0148,2025-07-09,I-0148,B-2025-069,Freeform,Dragon Scale,A,Polished,Rainbow,2,Gallery,Natural History Museum,United Kingdom,Edinburgh,Online,Email Campaign,107.9,0.0,385.0,0.0,Credit Card,COA-000247,2025-07-13,N,,C:\Permits\EXP-5425.pdf,83.0,26.0,524.8,Wholesale,4,,
S-0149,2025-08-13,I-0149,B-2025-069,Freeform,Dragon Scale,A,Coated,Blue/Green,1,Museum,Gemstone Emporium,United States,Seattle,Online,Trade Show,1037.0,138.0,394.0,0.0,Wire,COA-000248,2025-11-11,N,,C:\Permits\EXP-5232.pdf,51.0,60.0,540.8,Wholesale,90,,
S-0150,2025-10-10,I-0150,B-2025-036,Freeform,Bluezone,A,Coated,Red/Green,1,Museum,Crystal Palace Gallery,Canada,Ottawa,Wholesale,Partner,3000.0,0.0,484.0,150.0,Square,COA-000249,2025-10-13,Y,Ammolite Guild,,106.0,49.0,142.8,Wholesale,3,,
S-0151,2025-05-01,I-0151,B-2025-089,Freeform,Bluezone,AA,Coated,Purple/Green,2,Wholesaler,Stone & Crystal Co,United States,Los Angeles,Online,Email Campaign,2492.73,0.0,432.0,0.0,Wire,COA-000250,2025-07-27,N,,C:\Permits\EXP-9779.pdf,107.0,69.0,312.8,Retail,87,,
S-0152,2025-04-26,I-0152,B-2025-024,Freeform,Bluezone,AA,Coated,Rainbow,4,Retail Collector,Thomas Martinez,Canada,Vancouver,Online,Google Ads,874.55,0.0,384.0,43.73,Square,COA-000251,2025-11-11,N,,,115.0,61.0,590.3,Wholesale,199,,
S-0153,2025-08-21,I-0153,B-2025-038,Freeform,Dragon Scale,B,Coated,Red/Green,1,Retail Collector,Daniel Smith,United States,Chicago,Wholesale,Trade Show,1668.0,0.0,226.0,0.0,Square,COA-000252,2025-10-11,N,,C:\Permits\EXP-1878.pdf,113.0,61.0,334.7,Wholesale,51,,
S-0154,2025-09-16,I-0154,B-2025-020,Freeform,Bluezone,B,Polished,Red/Green,1,Wholesaler,Heritage Minerals,United States,Chicago,Wholesale,Google Ads,259.74,0.0,394.0,0.0,Credit Card,COA-000253,2025-09-20,N,,C:\Permits\EXP-2625.pdf,111.0,78.0,403.2,Wholesale,4,,
S-0155,2025-07-17,I-0155,B-2025-081,Freeform,Dragon Scale,AA,Polished,Blue/Green,2,Gallery,Earth Arts Gallery,United States,Seattle,Wholesale,Email Campaign,210.8,135.0,440.0,0.0,EFT,COA-000254,2025-07-20,Y,Ammolite Guild,C:\Permits\EXP-5334.pdf,62.0,34.0,178.3,Wholesale,3,,
S-0156,2025-05-17,I-0156,B-2025-076,Freeform,Dragon Scale,A,Polished,Red/Green,2,Interior Designer,Thomas Taylor,Canada,Vancouver,Wholesale,Trade Show,288.85,0.0,230.0,14.44,Square,COA-000255,2025-11-11,N,,,109.0,53.0,423.8,Wholesale,178,,
S-0157,2025-06-14,I-0157,B-2025-090,Freeform,Dragon Scale,B,Coated,Red/Green,1,Interior Designer,William Chen,Canada,Edmonton,Wholesale,Website,1417.33,0.0,213.0,70.87,Square,COA-000256,2025-06-15,N,,,116.0,30.0,544.7,Wholesale,1,,
S-0158,2025-08-13,I-0158,B-2025-061,Freeform,Dragon Scale,A,Coated,Purple/Green,1,Retail Collector,Daniel Patel,United States,Portland,Wholesale,Trade Show,1866.0,0.0,370.0,0.0,Cheque,COA-000257,2025-08-20,N,,C:\Permits\EXP-7561.pdf,95.0,87.0,584.5,Wholesale,7,,
S-0159,2025-11-03,I-0159,B-2025-005,Freeform,Dragon Scale,AAA,Coated,Red/Green,3,Gallery,Fossil & Stone,United States,Seattle,Wholesale,Website,53.08,0.0,436.0,0.0,EFT,COA-000258,2025-11-05,N,,C:\Permits\EXP-1845.pdf,91.0,90.0,512.5,Wholesale,2,,
S-0160,2025-08-22,I-0160,B-2025-035,Freeform,Bluezone,Collectibles,Coated,Rainbow,3,Retail Collector,Maria Jones,United States,Denver,Online,Referral,3000.0,0.0,281.0,0.0,Square,COA-000259,2025-08-26,N,,C:\Permits\EXP-2924.pdf,102.0,40.0,114.4,Wholesale,4,,
S-0161,2025-06-21,I-0161,B-2025-020,Freeform,Bluezone,B,Coated,Rainbow,2,Gallery,Heritage Minerals,Canada,Toronto,Online,Partner,2142.67,0.0,482.0,107.13,Square,COA-000260,2025-11-11,N,,,74.0,78.0,517.4,Wholesale,143,,
S-0162,2025-06-01,I-0162,B-2025-044,Freeform,Bluezone,AA,Polished,Rainbow,3,Interior Designer,Lisa Garcia,United States,Denver,Wholesale,Partner,678.6,0.0,376.0,0.0,Wire,COA-000261,2025-08-01,N,,C:\Permits\EXP-4912.pdf,78.0,87.0,532.6,Wholesale,61,,
S-0163,2025-06-09,I-0163,B-2025-050,Freeform,Bluezone,B,Coated,Multicolor,2,Interior Designer,William Brown,Canada,Edmonton,Online,Partner,2490.67,0.0,453.0,124.53,EFT,COA-000262,2025-10-20,Y,Mountain Minerals,,100.0,73.0,293.0,Retail,133,,
S-0164,2025-04-06,I-0164,B-2025-093,Freeform,Bluezone,AA,Polished,Gold/Orange,3,Museum,Gemstone Emporium,United Kingdom,Bristol,Wholesale,Partner,496.4,0.0,368.0,0.0,Credit Card,COA-000263,2025-04-10,Y,148 Rockhounds,C:\Permits\EXP-4846.pdf,73.0,68.0,411.6,Wholesale,4,,
S-0165,2025-08-21,I-0165,B-2025-088,Freeform,Dragon Scale,B,Polished,Red/Green,1,Wholesaler,Gemstone Emporium,United States,Seattle,Wholesale,Trade Show,134.31,0.0,223.0,0.0,Wire,COA-000264,2025-11-11,N,,C:\Permits\EXP-7751.pdf,121.0,37.0,321.8,Wholesale,82,,
S-0166,2025-06-29,I-0166,B-2025-088,Freeform,Bluezone,AA,Polished,Gold/Orange,3,Museum,Earth Arts Gallery,United Kingdom,Birmingham,Online,Partner,654.5,0.0,436.0,0.0,EFT,COA-000265,2025-10-17,N,,C:\Permits\EXP-9955.pdf,119.0,55.0,348.8,Wholesale,110,,
S-0167,2025-04-23,I-0167,B-2025-010,Freeform,Bluezone,B,Coated,Gold/Orange,1,Interior Designer,James Davis,Canada,Toronto,Wholesale,Email Campaign,972.0,0.0,254.0,48.6,PayPal,COA-000266,2025-04-28,Y,Mountain Minerals,,72.0,83.0,522.7,Wholesale,5,,
